index	syllables	pieces	method	preview
2910	51	1	STAGE2_MANUAL	སྒྱུ་མ་ལྟ་བུའི་སངས་རྒྱས་ལ་མཆོད་པ་བྱས་པས་བསོད་ནམས་ཀྱང་སྒྱུ་མ་
2915	41	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ཉན་ཐོས་གྲུབ་མཐའ་པ་ན་རེ། བདེན་པ་བཞི་ལ་རྣམ
2918	50	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གང་གི་ཕྱིར་སྟོན་པ་ཉིད་ཀྱི་ལུང་ལས་སྟོང་ཉིད་མཐོང
2924	68	1	STAGE2_MANUAL	གསུམ་པ་ཐེག་པ་ཆེན་པོ་བཀར་སྒྲུབ་པ་ལ་ལྔ། མཚུངས་པ་བརྗོད། མདོ་སྡེ
2925	207	1	STAGE2_MANUAL	དང་པོ་ནི། དེ་ལ་ཉན་ཐོས་ཀྱི་འཕགས་པ་ཐེག་ཆེན་སྤོང་བ་ནི་མི་སྲིད་ད
2926	355	1	STAGE2_MANUAL	དེས་ན་གཙོ་བོར་ཉན་ཐོས་རྟོག་གེ་པ་སྡེ་སྣོད་གསུམ་ལས་གང་ཡང་རུང་བའ
2932	136	1	STAGE2_MANUAL	དང་པོ་ལྟར་ནི་མ་ཡིན་ཏེ་ཁྱོད་བྱིས་པ་སྐྱེས་མ་ཐག་པ་ཤེད་མ་བྱེ་བའི
2933	129	1	STAGE2_MANUAL	ཤཱ་རིའི་བུ་སོགས་ཉན་ཐོས་ཆེན་པོ་རྣམས་ཀྱིས་མ་གསན་པ་ཡང་མ་ཡིན་ཏེ།
2936	65	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གཞན་ཡང་ཁྱོད་ཀྱིས། གང་ཕྱིར་གཉིས་ཀ་ལ་འདི་གྲུབ།། 
2940	62	1	STAGE2_MANUAL	ཞེས་སོགས་ཀྱིས་ཕྱི་རོལ་གྱི་མུ་སྟེགས་པ་རྣམས་དང་རྩོད་བཅས་ཡིན་ཞི
2941	46	1	STAGE2_MANUAL	གཉིས་པ་རིགས་པས་སྒྲུབ་པ་ལ་གསུམ། སྟོང་ཉིད་མ་རྟོགས་ན་དོན་དམ་གྱི
2944	109	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་ལུང་གིས་སྒྲུབ་པ་བཤད་ནས་རིགས་པས་སྒྲུབ་པ་
2945	111	1	STAGE2_MANUAL	ཞེས་གསོལ་བཞིའི་ཆོ་གས་སྡོམ་པ་ཕོག་པ་ཉིད་དགེ་སློང་དུ་གསུངས་པས་ད
2954	51	1	STAGE2_MANUAL	ཞེས་བཅོམ་ལྡན་འདས་བྱམས་པ་བཞེད་པའི་ཕྱིར་དང༌། སྟོང་ཉིད་མ་རྟོགས་
2957	41	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྟོང་ཉིད་མ་རྟོགས་ཀྱང་ཉོན་མོངས་པ་ལས་གྲོལ་ན་དེ་ཉ
2958	194	1	STAGE2_MANUAL	འདོད་མི་ནུས་ཏེ་ཉོན་མོངས་མངོན་གྱུར་པ་མེད་ཀྱང་ཐེག་དམན་གྱི་དགྲ་
2960	126	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་དེ་བདེན་མོད་ཀྱང་རེ་ཞིག་སྲིད་པ་ཕྱི་མ་ཉེ་བ
2963	144	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གཞན་ཡང་ཉན་རང་དེ་དག་ལ་སྲེད་པ་ཡོད་དེ་ཚོར་བའི་རྐྱ
2966	107	1	STAGE2_MANUAL	འདུ་ཤེས་མེད་པའི་སྙོམས་འཇུག་བཞིན།། ཞེས་གསུངས་ཏེ། དེས་ན་ཡུལ་གང
2970	220	1	STAGE2_MANUAL	འདི་ནི་སྟོང་ཉིད་འབྲས་བུ་ཡིན།། ཞེས་གསུངས་ཏེ། དེས་ན་སྒོམ་པ་པོ་
2974	164	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ངག་གང་མདོ་སྡེ་ལ་འཇུག འདུལ་བ་ལ་སྣང༌། ཆོས་ཉིད་དང
2977	147	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་བདག་ཅག་གི་མདོ་ནི་མི་རྟག་པ་སོགས་སྟོན་ལ། ཐ
2980	409	1	STAGE2_MANUAL	དེ་ནི་ཐེག་དམན་ལ་ཡང་མཚུངས།། ཞེས་གསུངས་ཏེ། དེས་ན་དགོངས་ལྡེམ་དག
2987	59	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཇི་ལྟར་འབྲས་བུ་ལོ་ཏོག་འདོད་ལ་རྒྱུ་སོ་ནམ་འགོག་པ
2991	251	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་ཉོན་མོངས་པ་དང་ཤེས་བྱའི་སྒྲིབ་པའི
2992	86	1	STAGE2_MANUAL	ཞེས་འཇིག་རྟེན་ཀུན་རྫོབ་ལ་བལྟོས་ནས་རྣམ་པར་འཇོག་གོ ། དེས་ན་མྱུ
2994	72	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བདག་ཅག་ནི་མ་སྦྱངས་པས་སྟོང་ཉིད་ལ་སྐྲག་གོ་ཞེ་ན། 
2995	49	1	STAGE2_MANUAL	དེས་ན་སྟོང་པ་ཉིད་འདིས་ནི་དངོས་འཛིན་གྱི་ནད་དང་སྡུག་བསྔལ་ཐམས་ཅ
2997	46	1	STAGE2_MANUAL	དང་པོ་ལ་ལྔ། སྤྱིར་བདག་མ་གྲུབ་པར་སྟོན་པ། བྱེ་བྲག་ཏུ་གྲངས་ཅན་པ
3003	72	1	STAGE2_MANUAL	ཞེས་སྟོང་ཉིད་འཇིགས་པའི་གནས་མིན་པར་བསྟན་ནས། དེ་ལྟ་མོད་ཀྱི་གལ་
3008	91	1	STAGE2_MANUAL	བུ་ག་བདག་མིན་་་་་་་་་་་་་་་་་་་་་་༌།། ཞེས་གསུངས་ཏེ། གལ་ཏེ་ལུ
3010	51	1	STAGE2_MANUAL	སྣབས་མིན་བད་ཀན་མ་ཡིན་ཏེ། ཆུ་སེར་དང་ནི་རྣག་ཀྱང་མིན་ཏེ་དེ་དག་ན
3011	136	1	STAGE2_MANUAL	གློ་མཆིན་དག་ཀྱང་བདག་མ་ཡིན། ནང་རོལ་གཞན་ཡང་བདག་མིན་ཏེ་དེ་དག་ནི
3013	200	1	STAGE2_MANUAL	གསུམ་པ་སེམས་བདག་མ་ཡིན་པར་བསྟན་པ་ནི།་་་་་་་་་་་་་་་་་་་་་་་་་
3016	87	1	STAGE2_MANUAL	ཀུན་གཞིའི་རྣམ་ཤེས་རྣམ་པར་བཞག་པའི་ཚེ་ནའང་དེ་ཡང་བདག་མ་ཡིན་ཏེ་ད
3017	63	1	STAGE2_MANUAL	ཞེས་གསུངས་པའི་ཕྱིར། ལུས་སེམས་དེ་དག་ལས་གཞན་པའི་བདག་ཡོད་ན་རང་ཉ
3019	108	1	STAGE2_MANUAL	དང་པོ་ནི། དེ་ལ་གྲངས་ཅན་པ་ན་རེ། ཤེས་པ་ནི་བདག་ཡིན་ལ་དེ་དང་བཅས་
3023	66	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་ཁྱོད་ལྟར་སྒྲའི་ཤེས་པ་དེ་རྟག་པ་ཡིན་ན་ནི་འ
3025	49	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། རེས་འགའ་ཡུལ་སྒྲ་མི་ཉེ་བས་དེ་ཡི་ཚེ་སྒྲ་མི་འབྱུང
3032	93	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་སེམས་པ་རྟག་པ་དེ་ཉིད་ཀྱིས་ནི་སྒྲ་མི་ཤེས་པ
3034	42	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་ཡུལ་སྒྲ་ཐག་མི་ཉེ་བའི་ཕྱིར་ན་སྒྲ་མེད་དོ་ཞ
3040	64	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཁོ་ན་རེ། སྐྱེས་བུ་གཅིག་ཉིད་ཕ་ལ་བལྟོས་ནས་བུ་དང་
3042	69	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འདི་ལྟར་ཁྱོད་འདོད་པའི་སྙིང་སྟོབས་བདེ་བ་དང་རྡུལ
3045	62	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་ཟློས་གར་མཁན་གྱིས་སྐད་ཅིག་རེར་སྲིད་སྒྲུབ་
3046	111	1	STAGE2_MANUAL	གལ་ཏེ་ཚུལ་གཞན་དེ་ཉིད་ན།། གཅིག་ཉིད་དེ་ནི་སྔོན་མེད་ཅིག། ཅེས་གས
3047	68	1	STAGE2_MANUAL	གཞན་ཡང་བདག་དེ་སྒྲ་དེ་ཙམ་གྱི་ཤེས་པར་རྟག་ན་གཟུགས་དེ་ཙམ་ལ་སོགས་
3049	42	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་བདག་རྟག་གཅིག་དེ་ཚུལ་གཞན་དེར་བདེན་པ་མིན་པ
3051	64	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཤེས་པ་ཙམ་ཉིད་དོ་ཞེ་ན། དེ་ལྟ་ན་སྐྱེ་བོ་ཀུན་གཅིག
3052	118	1	STAGE2_MANUAL	གང་ཚེ་བྱེ་བྲག་ཕྱིན་ཅི་ལོག། དེ་ཚེ་འདྲ་བའི་རྟེན་གང་ཡིན།། ཞེས་ག
3056	67	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་བདག་སེམས་བཅས་སུ་འདོད་པ་གྲངས་ཅན་པ་ཁེགས་པ
3058	83	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཁོ་ན་རེ། འོན་ཏེ་བདག་ལ་སེམས་མེད་ཀྱང་ཡོན་ཏན་གྱི་
3061	82	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཇི་སྟེ་བདག་རྟག་པ་ལ་འགྱུར་བ་མེད་དོ་སྙམ་ན། འོ་ན་
3065	74	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་ལྷན་སྐྱེས་དང༌། ཀུན་བཏགས་ཀྱི་བདག་མེད་པར་
3068	92	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཁྱོད་ཀྱང་བདག་རྟག་པ་བྱ་བྱེད་མེད་པར་འདོད་ཅིང་ངེད
3071	83	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཆོས་གཅིག་ཁོ་ན་ལ་བལྟོས་ཏེ་ཅིག་ཆར་རྒྱུ་དང་ཡང་ལྡན
3073	108	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཁྱེད་རང་གི་སྟོན་པས་ལས་བྱེད་པ་པོས་འབྲས་བུ་མྱོང་
3074	52	1	STAGE2_MANUAL	ལྔ་པ་ཞར་ལ་དཔྱོད་པ་བ་དང་རང་སྡེ་གནས་མ་བུ་པའི་གང་ཟག་འགོག་པ་ལ་བཞ
3077	87	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེའི་ཚེ་དཔྱོད་པ་པ་ལ་སོགས་པ་ན་རེ། སེམས་ཀྱི་རྒྱུ
3080	71	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འོན་ཏེ་ད་ལྟར་སྐྱེས་ལ་མ་འགགས་པའི་སེམས་བདག་ཡིན་ན
3084	140	1	STAGE2_MANUAL	དེ་ཡང་མ་ཡིན་ཏེ། དཔེར་ན་ཆུ་ཤིང་གི་སྡོང་པོ་དག་ལ་སྟ་རེས་བཅད་ཅིང
3087	70	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་དུ་བདག་མེད་ན་བདག་དང་སེམས་ཅན་དང་གང་ཟག་ནི
3089	111	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྤྱིར་ཤེས་རབ་ཀྱིས་མ་དཔྱད་པའི་སྐབས་སུ་འབྲས་བུ་ར
3091	55	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། འོ་ན་ཆེད་དུ་བྱ་བའི་ཡུལ་སེམས་ཅན་མེད་ན་དེའི་ཆེད་
3093	78	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གཞན་དོན་དུ་སངས་རྒྱས་འཐོབ་འདོད་ཀྱང་འབྲས་བུའི་རྨ
3096	99	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འོ་ན་རེ་ཞིག་ལམ་གྱི་རྟེན་དུ་འབྲས་བུའི་རྨོངས་པ་མ
3105	66	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ཡན་ལག་སྣ་ཚོགས་པའི་འདུས་པ་འདི་ལ་ལུས་ཞེས་བ
3106	56	1	STAGE2_MANUAL	བྲང་དང་དཔུང་པའང་ལུས་མ་ཡིན་ རྩིབས་ལོག་དང་ལག་པའང་ལུས་མ་ཡིན། མཆ
3108	42	1	STAGE2_MANUAL	གཉིས་པ་ཡན་ལག་ཅན་དགག་པ་ལ་བཞི། ཆ་ཤས་ཐམས་ཅད་ལ་ལུས་གནས་པ་བཀག ལུས
3112	67	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལ་བརྒལ་བ། གལ་ཏེ་ལུས་ཉིད་ནི་ཆ་ཤས་ཐམས་ཅད་ལ་ཕྱ
3114	116	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་ལུས་བདག་ཉིད་དེ་ཆ་ཤས་ཀུན་གྱི་ལུས་ལག་པ་ལ་ས
3115	49	1	STAGE2_MANUAL	འདོད་མི་ནུས་ཏེ་དེ་ལྟ་ན་ཆ་ཤས་རེ་རེ་ཞིང་ལུས་སུ་ཐལ་བས་ཁྱབ་བྱེད་
3117	55	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་ཕྱི་བེམ་པོར་སྣང་བ་དང་ནང་ཤེས་པར་སྣང་བ་འདི
3118	78	1	STAGE2_MANUAL	གལ་ཏེ་ཆ་ཤས་འདི་རྣམས་མ་ཡིན་པའི་ལུས་གཅིག་ཡིན་པར་འདོད་ན། དེ་ལྟ་
3121	79	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་ཆ་ཤས་ཅན་ནམ་གཞན་ཡང་རུང་སྟེ་ལུས་ཞེས་བྱ་བ་ག
3123	80	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་ཐོ་ཡོར་ལ་དུས་ཐ་གི་ཙམ་ཞིག་ཏུ་མིར་འཁྲུལ་པར
3127	84	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ལྟར་ལུས་རིལ་པོར་འཛིན་པ་ཟློག་པར་མ་ཟད་ཆ་ཤས་ཀྱ
3130	47	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྐྱེས་པ་དང་བུད་མེད་ནི་དབང་པོའི་ཁྱད་པར་ལས་བཞག་པ
3135	135	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ཡང་ཚོར་བ་ནི་མིག་གིས་འདུས་ཏེ་རེག་པའི་རྐྱེན་ག
3138	71	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྡུག་བསྔལ་གྱི་ཚོར་བ་ཡོད་མོད་ནའང་བདེ་བ་སྟོབས་དང
3141	145	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་སྡུག་བསྔལ་ཕྲ་མོ་ཉིད་དུ་ཡོད་པས་རྒྱུན་ཆད་པ
3143	81	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་སྡུག་བསྔལ་ནི་རང་བཞིན་གྱིས་རྟག་པར་སྐྱེས་པ
3146	92	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཉིད་ཀྱི་ཕྱིར་ན་བདེ་སོགས་ཀྱི་ཚོར་བ་ལ་བདེན་པར
3150	102	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལ་དྲིས་པ་ཅི་དབང་དོན་བར་བཅས་སུ་སྐྱེའམ་བར་མེད
3153	153	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་རགས་པ་ཕྲད་པ་མ་ཡིན་གྱི་རྡུལ་ཕྲ་རབ་ཕྲད་པའོ
3157	42	1	STAGE2_MANUAL	གལ་ཏེ་རྣམ་ཤེས་ལའང་ཚོགས་པ་ལས་ཕྲད་པ་བཞག་གོ་ཞེ་ན། ཚོགས་པའང་དཔྱད
3166	59	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གཞན་ཡང་གང་ཚོར་བའི་ཡུལ་ཞིག་ཡོད་ན་ཚོར་ལ་རག་མོད་ཀ
3170	111	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གཞན་ཡང་ཚོར་བ་ཡང་དག་པར་མེད་དེ་དེ་སེམས་ཀྱིས་མི་མ
3174	45	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཚོར་བ་རང་གིས་ཚོར་བ་བདག་ཉིད་མྱོང་བའང་མིན་ཏེ་མིག
3175	58	1	STAGE2_MANUAL	དེ་ལྟར་དཔྱད་པ་ན་ཤེས་རབ་དྲི་མ་མེད་པའི་མདུན་ན་གང་ཞིག་ཚོར་བ་དང་
3178	50	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ལྟར་ཆོས་དང་གང་ཟག་གི་བདག་མེད་པ་ལུས་སེམས་ཀྱི་
3184	68	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ཚོར་བ་ཡོད་དེ་ཚོར་བ་པོ་སེམས་ཡོད་པས་སོ་སྙམ
3185	53	1	STAGE2_MANUAL	སུ་ཞིག་སེམས་ཡིན་ཞེས་བརྟགས་ན་ནང་དབང་པོ་ཡང་སེམས་མིན་ལ་ཕྱི་ཡུལ་
3195	44	1	STAGE2_MANUAL	གལ་ཏེ་ཤེས་པ་སྔ་ན་ཤེས་བྱ་ལས་སྔར་ཤེས་པ་ཡོད་པར་འགྱུར་ལ། དེ་ལྟ་ན
3201	46	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་ན་ཆོས་རྣམས་ཐམས་ཅད་ཀྱི་སྐྱེ་འགག་གནས་པ་དང
3202	78	1	STAGE2_MANUAL	དེ་ལྟར་སེམས་གཟོད་ནས་དག་པར་མཐོང་བ་ནི་སེམས་དྲན་ཉེ་སྟེ། གཙུག་ན་
3206	91	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་ལུས་དང་ཚོར་བ་དང་སེམས་སུ་ཞེན་པ་དེ་ལྟར་ཟློ
3210	55	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེའི་ཚེ་རྣམ་རིག་པ་དང་དངོས་སྨྲ་བ་དག་ན་རེ། གལ་ཏེ
3211	99	1	STAGE2_MANUAL	དེ་ཡང་ཀུན་རྫོབ་གཞན་གྱིས་ན། སེམས་ཅན་མྱ་ངན་ག་ལ་འདའ།། ཞེས་གསུངས
3215	191	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་སངས་རྒྱས་པ་དང་མ་རྒྱས་པར་བཞག་པ་འདི་ནི་གཞ
3217	62	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། ཕྱི་ནས་ཁྱེད་ཅག་གིས་ཀྱང་དེ་ལྟ་བུ་ངེས་ཤིང་ཁོང་དུ
3223	80	1	STAGE2_MANUAL	དང་པོ་ནི། རྟོག་དང་བརྟག་པར་བྱ་བ་དག། གཉིས་པོ་ཕན་ཚུན་བརྟེན་པ་ཡི
3226	97	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ལྟར་དཔྱད་ན་རྟོག་པ་ཕན་ཚུན་བརྟེན་པའི་ཕྱིར་གཉི
3233	167	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ཚེ་རྣམ་དཔྱོད་དེ་ཡང་ནི། རྣམ་དཔྱོད་ཕྱིར་ན་ཐུག
3234	47	1	STAGE2_MANUAL	དེ་ལྟར་སྒྲོ་སྐུར་གྱི་ཞེན་པ་ལོག་པ་ན་ཆོས་རྣམས་ཀྱི་རང་བཞིན་བསལ་
3235	67	1	STAGE2_MANUAL	དེ་ལྟར་ཆོས་འདུས་བྱས་སམ་འདུས་མ་བྱས་གང་ཡང་མི་དམིགས་པས་དགེ་བ་དང
3240	71	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་དངོས་པོར་སྨྲ་བ་རྣམས་གང་གི་ལུགས་ལྟར་ན་རྣམ
3243	44	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དོན་སྨྲ་བ་ན་རེ། གལ་ཏེ་ཤེས་པ་དང་དབང་པོ་ལས་ཕྱི་ད
3245	88	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འོན་ཏེ་ཡུལ་ཤེས་བྱ་ཡོད་པ་ལས་ཡུལ་ཅན་ཤེས་པ་གྲུབ་བ
3249	45	1	STAGE2_MANUAL	དེ་བཞིན་དུ་ཕ་མེད་ན་ནི་བུ་ཉིད་གང་ལས་བྱུང་བ་ཡིན། གང་ལ་དེས་སྐྱེ
3252	43	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་མྱུ་གུ་ས་བོན་ལས་སྐྱེ་ཞིང་ས་བོན་ཡོད་པར་མྱ
3254	91	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ནི་དཔེ་མི་མཚུངས་ཏེ་མྱུ་གུ་ལས་དོན་གཞན་ཞིང་ཐ་
3262	47	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལ་སྨྲས་པ་རེ་ཞིག་རྒྱུ་མེད་པ་ཡང་མ་ཡིན་ལ་ངོ་བོ
3265	94	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། རྨ་བྱའི་སྒྲོ་གཤོག་ཁ་དོག་སྣ་ཚོགས་པ་ཅན་གྱི་ཁ་དོག
3268	42	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། རྒྱུའི་དབྱེ་བ་དེ་དག་གང་གིས་བྱས་གལ་ཏེ་བྱེད་པ་པོ
3270	42	1	STAGE2_MANUAL	གཞན་ཡང་རྒྱུ་མེད་པར་འདོད་ཅིང་དེའི་གཏན་ཚིགས་ཀྱང་འགོད་པ་ནི་སྐད་
3273	51	1	STAGE2_MANUAL	དང་པོ་ནི། དེ་ཡང་བྱེ་བྲག་པ་ལ་སོགས་པ་ན་རེ། དབང་ཕྱུག་ཅེས་བྱ་བའི
3280	54	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཁོ་ན་རེ། འབྱུང་བ་ཆེན་པོ་རྣམས་ལ་དབང་ཕྱུག་ཏུ་འདོ
3282	111	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འོན་ཀྱང་ཁྱོད་ཉིད་ཀྱི་ལུགས་ལ་འགལ་ཏེ་ས་སོགས་འབྱུ
3285	95	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་ནམ་མཁའ་དབང་ཕྱུག་གོ་ཞེ་ན། དབང་ཕྱུག་ནི་ནམ་
3290	68	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་ཐམས་ཅད་བདག་གིས་སྤྲུལ་པས་བདག་ནི་དབང་ཕྱུག་
3293	49	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་ཤེས་པ་དང་ཤེས་བྱ་ནི་ཕན་ཚུན་བལྟོས་པ་ལས་སྐྱ
3297	41	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གཞན་ཡང་རྒྱུ་དབང་ཕྱུག་དེ་ལ་སྔོན་གྱི་ཐོག་མའི་མཐའ
3299	158	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་དབང་ཕྱུག་དེ་ཐམས་ཅད་བྱེད་པ་པོ་ཡིན་ན་དེས་ཆ
3301	62	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་རྒྱུ་དེ་དག་ལ་བལྟོས་ན་ནི་ཚོགས་པ་ཉིད་རྒྱུ་
3304	91	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཡང་དྲིས་པ། ཅི་དབང་ཕྱུག་དེ་མི་འདོད་བཞིན་དུ་དངོས
3307	57	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་བྱེ་བྲག་པ་སོགས་བཀག་ནས་གཞན་དཔྱོད་པ་བ་ལ་ས
3309	45	1	STAGE2_MANUAL	ཞེས་པས་ཆ་མེད་མི་འགྲུབ་ཅིང་རྡུལ་ཕྲ་རབ་གསེར་ཡིན་ན་དེ་བསགས་པའི་
3316	134	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ཡང་གཙོ་བོ་རྟག་པ་ནི་བརྟན་གཡོའི་འགྲོ་བ་ཡི་རྒྱ
3317	140	1	STAGE2_MANUAL	གཙོ་བོ་ལས་ཆེན་པོའམ་བློ་ཞེས་བྱ་བ་ཤེལ་གྱི་མེ་ལོང་ངོས་གཉིས་པ་ལྟ
3320	62	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལ་བརྒལ་བ། གཙོ་བོ་གཅིག་པུ་ལ་རང་བཞིན་གསུམ་ཉིད
3322	54	1	STAGE2_MANUAL	དེ་བཞིན་དུ་ཡོན་ཏན་རྡུལ་མུན་སྙིང་སྟོབས་གསུམ་པོ་དེ་ཉིད་ཡོད་པ་མ
3325	49	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་ཡོན་ཏན་དེ་ཉིད་མེད་ན་དེ་ལྡན་གྱི་གཙོ་བོས་
3328	64	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འགྲོ་བ་ཉེར་གསུམ་པོ་ཐམས་ཅད་ཡོན་ཏན་བདེ་སོགས་གསུམ
3330	89	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་དངོས་པོ་རྣམས་བདེ་སོགས་དེའི་རྒྱུའི་རང་བཞི
3338	47	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གཞན་ཡང་གཙོ་བོ་དང་ཡོན་ཏན་དེ་དག་རྟག་པ་མ་ཡིན་ཏེ། 
3340	46	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་བདེ་བ་ལ་སོགས་པའི་གསལ་བ་སྟེ་བྱེ་བྲག་གམ་ཁྱད་པ
3346	42	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། བདེ་སོགས་དེ་སྐད་ཅིག་གིས་རགས་པ་དོར་ནས་ཕྲ་བར་གྱུ
3349	59	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། བདེ་སོགས་ཀྱི་རགས་པ་དང་ཕྲ་བ་ཡང་བདེ་སོགས་ལས་གཞན་
3353	91	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ལྟར་དཔྱད་པ་ན་གཙོ་བོ་རྒྱུ་མ་ཡིན་པ་བདེན་མོད་ཀ
